PMID	PMCD	PMDE0	MKTPGIN	PMSTPDID	PMSTDT	PMENPDID	PMENDT	SDCD0	PMSTCD	PMTYID	PMTYDE
673	OA 	OTTAWA (SEPT) DENTALFEST 2016	N	20160921	9/21/2016	20160930	9/30/2016	AAD	C	6	Show Special
674	EA 	EDDS-EDMONTON DENTAL SHOW-SEPT	N	20160923	9/23/2016	20160930	9/30/2016	AAD	C	6	Show Special
675	DJ 	OCTOBER 2016 DENTAL FLYER	N	20161001	10/1/2016	20161031	10/31/2016	AAD	C	8	Monthly Sales Flyer
676	EB 	EDDS-EDMONTON DENTAL SHOW-OCT	N	20161001	10/1/2016	20161009	10/9/2016	AAD	C	6	Show Special
677	MJ 	OCTOBER 2016 MEDICAL FLYER	N	20161001	10/1/2016	20161031	10/31/2016	AAM	C	8	Monthly Sales Flyer
678	OC 	OTTAWA (OCT)DENTALFEST 2016	N	20161001	10/1/2016	20161005	10/5/2016	AAD	C	6	Show Special
679	UP 	THE WAND TRY&BUY EPS USE ONLY	N	20161004	10/4/2016	20171231	12/31/2017	AAD	A	10	Other
680	UQ 	THE WAND EXTRA TRAINING	N	20161004	10/4/2016	20170331	3/31/2017	AAD	C	10	Other
681	BD 	BURNABY DENTALFEST 2016	N	20161012	10/12/2016	20161026	10/26/2016	AAD	C	6	Show Special
682	TF 	THUNDERBAY 2016 DENTALFEST	N	20161013	10/13/2016	20161027	10/27/2016	AAD	C	6	Show Special
683	ZB 	ZAHN EQUIPMENT BUYERS GUIDE	N	20161018	10/18/2016	20161231	12/31/2016	AAL	C	8	Monthly Sales Flyer
684	CB 	CALGARY DENTALFEST 2016 (OCT)	N	20161024	10/24/2016	20161030	10/30/2016	AAD	C	6	Show Special
685	NC 	NATUROPATHIC 2016-MEDICAL	N	20161028	10/28/2016	20161104	11/4/2016	AAM	C	10	Other
686	CC 	CALGARY DENTALFEST 2016 (NOV)	N	20161101	11/1/2016	20161103	11/3/2016	AAD	C	6	Show Special
687	DK 	NOVEMBER 2016 DENTAL FLYER	N	20161101	11/1/2016	20161130	11/30/2016	AAD	C	8	Monthly Sales Flyer
688	MK 	NOVEMBER 2016 MEDICAL FLYER	N	20161101	11/1/2016	20161130	11/30/2016	AAM	C	8	Monthly Sales Flyer
689	M1 	MONTREAL 2016 GALA-5% DISC	N	20161101	11/1/2016	20161115	11/15/2016	AAD	C	6	Show Special
690	M2 	MONTREAL 2016 GALA-10% DISC	N	20161101	11/1/2016	20161115	11/15/2016	AAD	C	6	Show Special
691	WC 	WINTER CLINIC 2016	N	20161101	11/1/2016	20161118	11/18/2016	AAD	C	6	Show Special
692	ZK 	NOV/DEC 2016 ZAHN FLYER	N	20161101	11/1/2016	20161231	12/31/2016	AAL	C	8	Monthly Sales Flyer
693	EE 	E-BUSINESS 10% DISCOUNT OFFER	N	20161108	11/8/2016	20161231	12/31/2016	AAD	C	10	Other
694	Q5 	QUE CITY DENTALFEST/GALA-5%	N	20161115	11/15/2016	20161130	11/30/2016	AAD	C	6	Show Special
695	Q6 	QUE CITY DENTALFEST/GALA-10%	N	20161115	11/15/2016	20161130	11/30/2016	AAD	C	6	Show Special
696	MX 	MONTREAL GALA EXTENSION-5%	N	20161117	11/17/2016	20161121	11/21/2016	AAD	C	6	Show Special
697	MY 	MONTREAL GALA EXTENSION-10%	N	20161117	11/17/2016	20161122	11/22/2016	AAD	C	6	Show Special
698	CM 	CYBER MONDAY 2016	N	20161128	11/28/2016	20161202	12/2/2016	AAD	C	10	Other
699	DN 	DENTAL CORP-P&G OFFER	Y	20161129	11/29/2016	20401231	12/31/2040	AAD	A	17	Vendor Sponsored Program
700	DL 	DECEMBER 2016 DENTAL FLYER	N	20161201	12/1/2016	20161231	12/31/2016	AAD	C	8	Monthly Sales Flyer
701	ML 	DECEBMER 2016 MEDICAL FLYER	N	20161201	12/1/2016	20161231	12/31/2016	AAM	C	8	Monthly Sales Flyer
702	D6 	DUMBY CODE-Q4 INTO EZ (DEC)	N	20161209	12/9/2016	20161231	12/31/2016	AAD	C	10	Other
703	QB 	QUEBEC CARESTREAM ANE.PROMO	N	20161213	12/13/2016	20161231	12/31/2016	AAD	C	10	Other
704	DA 	JANUARY 2017 DENTAL FLYER	N	20170101	1/1/2017	20170131	1/31/2017	AAD	C	8	Monthly Sales Flyer
705	MA 	JANUARY 2017 MEDICAL FLYER	N	20170101	1/1/2017	20170131	1/31/2017	AAM	C	8	Monthly Sales Flyer
706	ZA 	JAN/FEB 2017 ZAHN FLYER	N	20170101	1/1/2017	20170228	2/28/2017	AAL	C	8	Monthly Sales Flyer
707	SD 	SPADENT TRIAL OFFER 2017-2021	N	20170119	1/19/2017	20211231	12/31/2021	AAD	A	10	Other
708	M5 	MDA CONVENTION-JAN 10% DISC	N	20170120	1/20/2017	20170131	1/31/2017	AAD	C	6	Show Special
709	M6 	MDA CONVENTION-JANUARY (GIFT)	N	20170120	1/20/2017	20170131	1/31/2017	AAD	C	6	Show Special
710	T1 	THUNDER BAY-JANUARY (DISCOUNT)	N	20170126	1/26/2017	20170131	1/31/2017	AAD	C	6	Show Special
711	T2 	THUNDER BAY-JANUARY (GIFT)	N	20170126	1/26/2017	20170131	1/31/2017	AAD	C	6	Show Special
712	DB 	FEBRUARY 2017 DENTAL FLYER	N	20170201	2/1/2017	20170228	2/28/2017	AAD	C	8	Monthly Sales Flyer
713	MB 	FEBRUARY 2017 MEDICAL FLYER	N	20170201	2/1/2017	20170228	2/28/2017	AAM	C	8	Monthly Sales Flyer
714	M7 	MDA CONVENTION-FEB 10% DISC	N	20170201	2/1/2017	20170206	2/6/2017	AAD	C	6	Show Special
715	M8 	MDA CONVENTION-FEBRUARY (GIFT)	N	20170201	2/1/2017	20170206	2/6/2017	AAD	C	6	Show Special
716	T3 	THUNDER BAY-FEBRUARY(DISCOUNT)	N	20170201	2/1/2017	20170210	2/10/2017	AAD	C	6	Show Special
717	T4 	THUNDER BAY-FEBRUARY (GIFT)	N	20170201	2/1/2017	20170210	2/10/2017	AAD	C	6	Show Special
718	DC 	MARCH 2017 DENTAL FLYER	N	20170301	3/1/2017	20170331	3/31/2017	AAD	C	8	Monthly Sales Flyer
719	MC 	MARCH 2017 MEDICAL FLYER	N	20170301	3/1/2017	20170331	3/31/2017	AAM	C	8	Monthly Sales Flyer
720	V1 	PDC - 10% DISCOUNT	N	20170301	3/1/2017	20170324	3/24/2017	AAD	C	6	Show Special
721	V2 	PDC - PROMOTIONAL ITEM	N	20170301	3/1/2017	20170324	3/24/2017	AAD	C	6	Show Special
722	ZC 	MARCH/APRIL 2017 ZAHN FLYER	N	20170301	3/1/2017	20170430	4/30/2017	AAL	C	8	Monthly Sales Flyer
723	DS 	DSO GSP PRICING	N	20170308	3/8/2017	20401231	12/31/2040	AAD	A	10	Other
724	ED 	EDSO GSP PRICING	Y	20170308	3/8/2017	20401231	12/31/2040	AAD	A	10	Other
725	V3 	PDC - SPECIAL MARKETS	N	20170311	3/11/2017	20170324	3/24/2017	AAD	C	6	Show Special
726	ZP 	ZAHN PDC	N	20170311	3/11/2017	20170317	3/17/2017	AAL	C	6	Show Special
727	K1 	KINGSTON DENTALFEST-MARCH 2017	N	20170323	3/23/2017	20170331	3/31/2017	AAD	C	6	Show Special
728	DD 	APRIL 2017 DENTAL FLYER	N	20170401	4/1/2017	20170430	4/30/2017	AAD	C	8	Monthly Sales Flyer
729	K2 	KINGSTON DENTALFEST-APRIL 2017	N	20170401	4/1/2017	20170407	4/7/2017	AAD	C	6	Show Special
730	MD 	APRIL 2017 MEDICAL FLYER	N	20170401	4/1/2017	20170430	4/30/2017	AAM	C	8	Monthly Sales Flyer
731	T5 	TECHNORAMA 2017	N	20170407	4/7/2017	20170421	4/21/2017	AAL	C	6	Show Special
732	JA 	JAMAICA CE TRIP (APRIL)	N	20170420	4/20/2017	20170430	4/30/2017	AAD	C	6	Show Special
733	VF 	DCC FREE GOODS TRACKING	Y	20170422	4/22/2017	20401231	12/31/2040	AAD	A	10	Other
734	O1 	ODA 2017 (APRIL) 10% DISCOUNT	N	20170427	4/27/2017	20170430	4/30/2017	AAD	C	6	Show Special
735	O2 	ODA 2017 (APRIL) GIFTS	N	20170427	4/27/2017	20170430	4/30/2017	AAD	C	6	Show Special
736	O3 	ODA 2017 (APRIL) SPECIAL MRKTS	N	20170427	4/27/2017	20170430	4/30/2017	AAD	C	6	Show Special
737	OT 	OSSTELL TRADE-IN OFFER 20% DIS	N	20170429	4/29/2017	20171231	12/31/2017	AAD	A	10	Other
738	DE 	MAY 2017 DENTAL FLYER	N	20170501	5/1/2017	20170531	5/31/2017	AAD	C	8	Monthly Sales Flyer
739	JM 	JAMAICA CE TRIP (MAY)	N	20170501	5/1/2017	20170504	5/4/2017	AAD	C	6	Show Special
740	ME 	MAY 2017 MEDICAL FLYER	N	20170501	5/1/2017	20170531	5/31/2017	AAM	C	8	Monthly Sales Flyer
741	O4 	ODA 2017 (MAY) 10% DISCOUNT	N	20170501	5/1/2017	20170512	5/12/2017	AAD	C	6	Show Special
742	O5 	ODA 2017 (MAY) GIFTS	N	20170501	5/1/2017	20170512	5/12/2017	AAD	C	6	Show Special
743	O6 	ODA 2017 (MAY) SPECIAL MRKTS	N	20170501	5/1/2017	20170512	5/12/2017	AAD	C	6	Show Special
744	RG 	REGINA 2017 DENTALFEST	N	20170501	5/1/2017	20170516	5/16/2017	AAD	C	6	Show Special
745	ZE 	MAY/JUNE 2017 ZAHN FLYER	N	20170501	5/1/2017	20170630	6/30/2017	AAL	C	8	Monthly Sales Flyer
746	SK 	SASKATOON DENTALFEST 2017	N	20170503	5/3/2017	20170517	5/17/2017	AAD	C	6	Show Special
747	S2 	SPRING ONLINE ORDERING (MAY)	N	20170504	5/4/2017	20170531	5/31/2017	AAD	C	6	Show Special
748	ES 	EDMONTON SPECTRUM DAY	N	20170512	5/12/2017	20170526	5/26/2017	AAL	C	6	Show Special
749	EX 	EDMONTON 2017 ZAHN SHOW	N	20170512	5/12/2017	20170526	5/26/2017	AAL	C	6	Show Special
750	O4 	ODA 2017 (MAY) 10% DISCOUNT	N	20170516	5/16/2017	20170523	5/23/2017	AAD	C	6	Show Special
751	O5 	ODA 2017 (MAY) GIFTS	N	20170516	5/16/2017	20170523	5/23/2017	AAD	C	6	Show Special
752	O6 	ODA 2017 (MAY) SPECIAL MRKTS	N	20170516	5/16/2017	20170523	5/23/2017	AAD	C	6	Show Special
753	J1 	JDIQ (MAY)-10% DISCOUNT	N	20170517	5/17/2017	20170531	5/31/2017	AAD	C	6	Show Special
754	J2 	JDIQ (MAY)-GIFTS	N	20170517	5/17/2017	20170531	5/31/2017	AAD	C	6	Show Special
755	J3 	JDIQ (MAY)-5% DISC + EZ PYMT	N	20170517	5/17/2017	20170531	5/31/2017	AAD	C	6	Show Special
756	J4 	JDIQ (MAY)-SPECIAL MARKETS	N	20170517	5/17/2017	20170531	5/31/2017	AAD	C	6	Show Special
757	JP 	JASPER DENTAL CONGRESS (MAY)	N	20170525	5/25/2017	20170531	5/31/2017	AAD	C	6	Show Special
758	AN 	ATLANTIC 2017 SHOWS-GIFTS	N	20170601	6/1/2017	20170620	6/20/2017	AAD	C	6	Show Special
759	AS 	ATLANTIC 2017 SHOWS-SPEC MRKTS	N	20170601	6/1/2017	20170620	6/20/2017	AAD	C	6	Show Special
760	AT 	ATLANTIC 2017 SHOWS-10% DISC	N	20170601	6/1/2017	20170620	6/20/2017	AAD	C	6	Show Special
761	DF 	JUNE 2017 DENTAL FLYER	N	20170601	6/1/2017	20170630	6/30/2017	AAD	C	8	Monthly Sales Flyer
762	JS 	JASPER DENTAL CONGRESS (JUNE)	N	20170601	6/1/2017	20170607	6/7/2017	AAD	C	6	Show Special
763	J5 	JDIQ (JUNE)-10% DISCOUNT	N	20170601	6/1/2017	20170616	6/16/2017	AAD	C	6	Show Special
764	J6 	JDIQ (JUNE)-GIFTS	N	20170601	6/1/2017	20170616	6/16/2017	AAD	C	6	Show Special
765	J7 	JDIQ (JUNE)-5% DISC + EZ PYMT	N	20170601	6/1/2017	20170616	6/16/2017	AAD	C	6	Show Special
766	J8 	JDIQ (JUNE)-SPECIAL MARKETS	N	20170601	6/1/2017	20170616	6/16/2017	AAD	C	6	Show Special
767	S3 	SPRING ONLINE ORDERING (JUNE)	N	20170601	6/1/2017	20170630	6/30/2017	AAD	C	6	Show Special
768	ZQ 	ZAHN QUECBEC INSIDE SALES SPEC	N	20170601	6/1/2017	20170630	6/30/2017	AAL	C	10	Other
769	MF 	JUNE 2017 MEDICAL FLYER	N	20170602	6/2/2017	20170630	6/30/2017	AAM	C	8	Monthly Sales Flyer
770	PF 	PERFECTING YOUR PRACTICE 2017	N	20170616	6/16/2017	20170630	6/30/2017	AAL	C	6	Show Special
771	GC 	DR. GORDON CHRISTENSEN EVENT	N	20170623	6/23/2017	20170630	6/30/2017	AAD	C	10	Other
772	DG 	JULY 2017 DENTAL FLYER	N	20170701	7/1/2017	20170731	7/31/2017	AAD	C	8	Monthly Sales Flyer
773	MG 	JULY 2017 MEDICAL FLYER	N	20170701	7/1/2017	20170731	7/31/2017	AAM	C	8	Monthly Sales Flyer
774	S4 	SPRING ONLINE ORDERING (JULY)	N	20170701	7/1/2017	20170731	7/31/2017	AAD	C	6	Show Special
775	ZG 	JULY/AUGUST 2017 ZAHN FLYER	N	20170701	7/1/2017	20170831	8/31/2017	AAL	C	8	Monthly Sales Flyer
776	QZ 	ZAHN QUE TELESALES OFFERS-JULY	N	20170712	7/12/2017	20170731	7/31/2017	AAL	C	16	Web Promo
777	DH 	AUGUST 2017 DENTAL FLYER	N	20170801	8/1/2017	20170831	8/31/2017	AAD	C	8	Monthly Sales Flyer
778	MH 	AUGUST 2017 MEDICAL FLYER	N	20170801	8/1/2017	20170831	8/31/2017	AAM	C	8	Monthly Sales Flyer
779	S5 	SPRING ONLINE ORDERING (AUG)	N	20170801	8/1/2017	20170831	8/31/2017	AAD	C	10	Other
780	GO 	JDE A9.4 GO LIVE	N	20170806	8/6/2017	20170830	8/30/2017	AAD	C	10	Other
781	DI 	SEPTEMBER 2017 DENTAL FLYER	N	20170901	9/1/2017	20170930	9/30/2017	AAD	C	8	Monthly Sales Flyer
782	MI 	SEPTEMBER 2017 MEDICAL FLYER	N	20170901	9/1/2017	20170930	9/30/2017	AAM	C	8	Monthly Sales Flyer
783	ZI 	SEPT/OCT 2017 ZAHN FLYER	N	20170901	9/1/2017	20171031	10/31/2017	AAL	C	8	Monthly Sales Flyer
784	BC 	DABC (ZAHN FALL SHOW)	N	20170909	9/9/2017	20170916	9/16/2017	AAL	C	6	Show Special
785	D7 	DUMBY CODE-Q3 INTO EZ (SEPT)	Y	20170909	9/9/2017	20170930	9/30/2017	AAD	C	10	Other
786	WD 	WINNIPEG DENTALFEST	N	20170911	9/11/2017	20170925	9/25/2017	AAD	C	6	Show Special
787	AG 	ATLANTIC EDUCATION WKND (GIFT)	N	20170915	9/15/2017	20170929	9/29/2017	AAD	C	10	Other
788	AS 	ATLANTIC EDUCATION WKND (DISC)	N	20170915	9/15/2017	20170929	9/29/2017	AAD	C	10	Other
789	VS 	VANCOUVER SPECTRUM DAY (ZAHN)	N	20170916	9/16/2017	20170930	9/30/2017	AAL	C	6	Show Special
790	AA 	ALBERTA DENTURIST ASSOC (ZAHN)	N	20170921	9/21/2017	20171006	10/6/2017	AAL	C	6	Show Special
791	T1 	THUNDERBAY DENTALFEST (SEPT)	N	20170921	9/21/2017	20170930	9/30/2017	AAD	C	6	Show Special
792	WS 	WORLD SYMPOSIUM (QUEBEC)	N	20170922	9/22/2017	20170930	9/30/2017	AAL	C	6	Show Special
793	SS 	SASKATCHEWAN O.H. CONF (SEPT)	N	20170928	9/28/2017	20170930	9/30/2017	AAD	C	6	Show Special
794	ZB 	ZAHN EQUIPMENT BUYERS GUIDE	N	20170928	9/28/2017	20171231	12/31/2017	AAL	A	10	Other
795	0S 	OTTAWA DENTALFEST-SEPTEMBER'17	N	20170928	9/28/2017	20170930	9/30/2017	AAD	C	6	Show Special
796	DJ 	OCTOBER 2017 DENTAL FLYER	N	20171001	10/1/2017	20171031	10/31/2017	AAD	C	8	Monthly Sales Flyer
797	EM 	EDDS PROMOTION	N	20171001	10/1/2017	20171013	10/13/2017	AAD	C	10	Other
798	MJ 	OCTOBER 2017 MEDICAL FLYER	N	20171001	10/1/2017	20171031	10/31/2017	AAM	C	8	Monthly Sales Flyer
799	SO 	SASKATCHEWAN O.H. CONF (OCT)	N	20171001	10/1/2017	20171012	10/12/2017	AAD	C	6	Show Special
800	0O 	OTTAWA DENTALFEST-OCTOBER'17	N	20171001	10/1/2017	20171012	10/12/2017	AAD	C	6	Show Special
801	B9 	BC DENTALFEST OCT 2017	N	20171003	10/3/2017	20171026	10/26/2017	AAD	C	6	Show Special
802	NB 	EDDS PROMOTION (SECONDARY)	N	20171003	10/3/2017	20171013	10/13/2017	AAD	C	6	Show Special
803	T2 	THUNDERBAY DENTALFEST (OCT)	N	20171005	10/5/2017	20171005	10/5/2017	AAD	C	6	Show Special
804	MS 	MONTREAL SPECTRUM DAY (ZAHN)	N	20171013	10/13/2017	20171027	10/27/2017	AAL	C	6	Show Special
805	B1 	OKTOBERFEST (OCT)-10% DISCOUNT	N	20171023	10/23/2017	20171031	10/31/2017	AAD	C	6	Show Special
806	B2 	OKTOBERFEST (OCT)-PRIZES	N	20171023	10/23/2017	20171031	10/31/2017	AAD	C	6	Show Special
807	B3 	OKTOBERFEST (OCT)-EZ PYMT+5%	N	20171023	10/23/2017	20171031	10/31/2017	AAD	C	6	Show Special
808	B4 	OKTOBERFEST (OCT)-SPECIAL MKT	N	20171023	10/23/2017	20171031	10/31/2017	AAD	C	6	Show Special
809	C8 	CALGARY DENTALFEST-OCTOBER	N	20171026	10/26/2017	20171031	10/31/2017	AAD	C	6	Show Special
810	T8 	T.O. SPECTRUM DAY (SEPT/OCT)	N	20171027	10/27/2017	20171030	10/30/2017	AAL	C	6	Show Special
811	B5 	OKTOBERFEST (NOV)-10% DISCOUNT	N	20171101	11/1/2017	20171108	11/8/2017	AAD	C	6	Show Special
812	B6 	OKTOBERFEST (NOV)-PRIZES	N	20171101	11/1/2017	20171108	11/8/2017	AAD	C	6	Show Special
813	B7 	OKTOBERFEST (NOV)-EZ PYMT+5%	N	20171101	11/1/2017	20171108	11/8/2017	AAD	C	6	Show Special
814	B8 	OKTOBERFEST (NOV)-SPECIAL MKT	N	20171101	11/1/2017	20171108	11/8/2017	AAD	C	6	Show Special
815	C9 	CALGARY DENTALFEST-NOVEMBER	N	20171101	11/1/2017	20171109	11/9/2017	AAD	C	6	Show Special
816	MK 	NOVEMBER 2017 MEDICAL FLYER	N	20171101	11/1/2017	20171130	11/30/2017	AAM	C	8	Monthly Sales Flyer
817	T9 	T.O. SPECTRUM DAY (NOV/DEC)	N	20171101	11/1/2017	20171110	11/10/2017	AAL	C	6	Show Special
818	ZK 	NOV/DEC 2017 ZAHN FLYER	N	20171101	11/1/2017	20171231	12/31/2017	AAL	A	8	Monthly Sales Flyer
819	DK 	NOVEMBER 2017 DENTAL FLYER	N	20171101	11/1/2017	20171130	11/30/2017	AAD	C	8	Monthly Sales Flyer
820	DT 	DRYSHIELD TRIAL PROGRAM	N	20171110	11/10/2017	20181231	12/31/2018	AAD	A	10	Other
821	W1 	WINTER CLINIC 2017-DISCOUNT	N	20171110	11/10/2017	20171120	11/20/2017	AAD	C	6	Show Special
822	W2 	WINTER CLINIC 2017-GIFT	N	20171110	11/10/2017	20171120	11/20/2017	AAD	C	6	Show Special
823	FM 	BLACK FRIDAY/CYBER MONDAY 2017	N	20171123	11/23/2017	20171127	11/27/2017	AAD	C	10	Other
824	MT 	MEDICOM TEST-BETA APP PROJECT	N	20171123	11/23/2017	20171130	11/30/2017	AAD	C	10	Other
825	DL 	DECEMBER 2017 DENTAL FLYER	N	20171201	12/1/2017	20171231	12/31/2017	AAD	A	8	Monthly Sales Flyer
826	ML 	MEDICAL FLYER- DECEBMER 2017	N	20171201	12/1/2017	20171231	12/31/2017	AAM	A	8	Monthly Sales Flyer
827	SC 	STERILIZATION COURSE-WINNIPEG	N	20171207	12/7/2017	20171215	12/15/2017	AAD	C	10	Other
828	MT 	MEDICOM TEST-BETA APP PROJECT	N	20171208	12/8/2017	20171231	12/31/2017	AAD	A	10	Other
829	SR 	SHARPENING OFFER-SERVICE DEPT	N	20171221	12/21/2017	20181231	12/31/2018	AAD	A	10	Other
